visitor_id;date;no_of_order
8IKbb5fzH4HzUG96/CHOEOswzgs=;13/11/2019;1
8LAsDV90XidIDIyb26I/YvuzBpA=;13/11/2019;1
8mWF8r/HgcPguAuD8J4Shf+bG+A=;13/11/2019;1
8PFSxquNpufa0y8DE8QvSGVV+W8=;13/11/2019;1
8sEJ8Wx7lkwc1xJCOutft9WSmvY=;13/11/2019;2
8tBPHhwx2kIyct0YUQ2WTSJimXQ=;13/11/2019;3
8VWFbH2RxOCy9Z3ObSHetjh0YQM=;13/11/2019;5
8w2FMyhFmdrUiXrnYb/Xsfdni3Y=;13/11/2019;1
8yDlojvs6UlWWSzyxPgvBWHeaDw=;13/11/2019;1
8yRmTxRnW5bCvdaS/1j/fO6b2o8=;13/11/2019;2
8YustvAO34rdjjZh0j8inUepjxM=;13/11/2019;1
8ZAKYvcD379/5SkG381rXFiViD4=;13/11/2019;2
91IeMKCPsPB9eb5PZ2e6RRubWcc=;13/11/2019;1
93QXP9Zy71s7yKY0spbOU85kYZU=;13/11/2019;1
96GwBin1G/QoqUIZ5tUnxGKW5d8=;13/11/2019;2
97GijW6fXRJpQcGyGeCeJN1/i+k=;13/11/2019;1
97I+yYZP/G2s/qegn8K9EGUMcek=;13/11/2019;2
9c5NU9Cc6/V6gG5udBIhQmYzQvU=;13/11/2019;1
9Cnx5jMjDbeWj+xeOGQCpKn2ixU=;13/11/2019;2
9eJisL6l8NrkeBvxMvXjwMOA7D4=;13/11/2019;2
9et0rJ+KDbb/13lNadjtYJvg4hc=;13/11/2019;1
9gsaeH275fj4bD03zEuPeenjR7Y=;13/11/2019;1
9Hf5U3B0Zoj/Hx15964y/1T1EUI=;13/11/2019;1
9hJQRgrKTlA4gCSI+ANOTL21SH0=;13/11/2019;1
9mnJAUCtUswYUTgiL4w4jqm2Co4=;13/11/2019;1
9OGlukLyh2C+pGYM5ItjX2Z1Ct8=;13/11/2019;2
9oM2AdzASjj2JXHzrsJLSOR0nDc=;13/11/2019;1
9OYJGf90DJM2GJTQS1rJbWonvYU=;13/11/2019;2
9rua5UZWOew2uLc0Da3KW66rVJY=;13/11/2019;1
9SU6hvAEzIcKr8v53OAd46qnrEw=;13/11/2019;1
9TBbApIctuUISkGtWDiKz18PCEU=;13/11/2019;1
9U9Se+300+WaXWhyU8BVEOfSXE4=;13/11/2019;2
9uivd4znv47wcKJ/Fw/0Gs47Qk8=;13/11/2019;1
9UrrFC0f+lkqx/9/4ofWmBz1ppQ=;13/11/2019;1
9VGLV/jNn81GCUW5UJGjMXQCZvE=;13/11/2019;6
9wwzPPB6rvMKn9il/ENBDxH6AiA=;13/11/2019;1
9X4S3cpWi+I/V6/WwYbNNZIRSuo=;13/11/2019;1
A/tvKcFfDqkdiGMpY7XZNVMb364=;13/11/2019;1
A1kIE8RPT/fwaCdQNSiusKUP+nM=;13/11/2019;1
A3k9VxVqWftH579yEgjnlk6s3wo=;13/11/2019;1
A3rXayXITxOjYb8nIU7wdWYvnjg=;13/11/2019;1
A8FA779PyR4fr9S7hzhTNOQvSZ4=;13/11/2019;1
A8lTAGoCEJxhK35SqEL/D4RffsQ=;13/11/2019;1
AaEyEMHhdUQ3G1PiHe1M68FpPA0=;13/11/2019;1
AB6LqBDlmneioq0j4qo9jAWzJHs=;13/11/2019;1
abh8TV7+HKuSKbjZAkYucAqAah8=;13/11/2019;3
ABPm9wZnDqjxgrIkVr+XzSqqDto=;13/11/2019;1
AbS5CCTHxKrOfIvD023TqCsaJsY=;13/11/2019;1
abxmfhdC3eHWwCWgFZSUJC/dc0w=;13/11/2019;2
aCHAq4PtuM88ot34iuoUXOAexbQ=;13/11/2019;1
ACJrkVFfHdcIEIKSEPLCRVeeCzs=;13/11/2019;2
ADTkZ1HcjhFPBtIgUP3gKFCH7WE=;13/11/2019;2
AfoU/UXJ5uU2k+3nxneSQIqCJV8=;13/11/2019;1
AFQKW5+g6Rrs17g8ne+JpFKNP7A=;13/11/2019;2
aHC4qo9iurDXV2/8wWvIKVxv9MQ=;13/11/2019;1
aHVUZiYWIA/f7p7fO75w4rYCPvo=;13/11/2019;2
AIJBksr5OV1heEDQZ7+X3AJlnTg=;13/11/2019;1
Aimrz3UidnRXnxSpWxro9eCcU34=;13/11/2019;1
aiRSOYPOgI1y4nNbTnaqhX/8xDg=;13/11/2019;1
aiVAPPWTnIZlsl6+yNPVg01VZ/s=;13/11/2019;2
amhxD6EaA3v8lP4qH8q8FiEvUTQ=;13/11/2019;1
An0i38Q47D0jY6VWVL/rart8aEA=;13/11/2019;1
aOsefUlFu4T/aTUFuDcpm/xe960=;13/11/2019;1
aPtU8zCBD0icAR2y3Zvc3EAuj6I=;13/11/2019;1
APVsRofuUunM2fPSiogcMHHmC3I=;13/11/2019;12
arnE6nfgSESYnw6F0cOrVh4k2gg=;13/11/2019;2
arQlAcmnghBl3/qURlmpazbRNEk=;13/11/2019;1
ARsLI+bXF++FQZkqGG5NZhdi/ag=;13/11/2019;2
ArYCaWVtTAT67RC5bYrQExsXxmQ=;13/11/2019;7
Atzn7Sh+aBhQC2D/t0/xjE90twI=;13/11/2019;1
aU6J3c4x6Uln48yXm7xcTVH9h+0=;13/11/2019;1
aUC3pH2Md1vNkaciR5mn4tWxLc4=;13/11/2019;1
avBfWmpncDi2iBu6n+mOBJal8XA=;13/11/2019;1
avHqwQ/g8zmaJCsF35BxtvnOjrM=;13/11/2019;3
awZjPecmgyb+PX/7tOFfuYp+jm4=;13/11/2019;2
axJwOooYYGRpy/iWuUAq5jT4lk4=;13/11/2019;1
AYYACYNKDzRIG16x0YBdGlfopv4=;13/11/2019;1
AyZgcxQzBDP/5fuVa0TxL+OCeBU=;13/11/2019;3
AztIgMjzeyKC+zgDXqo8b819ofI=;13/11/2019;2
b/hehl2R45Ebkdqu/oTvzpya6LE=;13/11/2019;1
b0cU+lBKEfKgo8bikIeC/IN8xy0=;13/11/2019;1
B0EQ5fi9fkVUa0MZHZxaXCVxpas=;13/11/2019;1
b1KSnz33ZcI1xMs0Cx9Jjs3StVI=;13/11/2019;1
B1N+TDjgz1xZ1tvlfzJOPqSwKmQ=;13/11/2019;1
b3RlKkEEFzMLHtVLlDYBlfnQMCo=;13/11/2019;1
b4KCh4yfhKs9AP5tAiQ3DzZSkQE=;13/11/2019;1
b5yp3zUKMU7g8MINjCTkwU2/o1A=;13/11/2019;1
B6Ly3KBCJQbwhfuUjny8EaVmE60=;13/11/2019;1
b7CBIIEoSJIBDxImj40fnZESQZ4=;13/11/2019;1
B7INUUfoR1TNOap3P+N0N3MjOCk=;13/11/2019;1
B8Qpthvx5szPn28VcmL8dcHNWrQ=;13/11/2019;2
b8Zi2EWGHbKSZ9wC7Ne04WMG0Cs=;13/11/2019;1
balCjvAVHuNlB+3Puw3t/U9VdUE=;13/11/2019;1
BbgfC2ZTTyppn5cR8lFCiV1T+Qk=;13/11/2019;1
BBnC0XZH5iSM6H0MBAV/68cikis=;13/11/2019;2
bBqNucF4G3tqB6hOeblHbrwPzzQ=;13/11/2019;1
bCgAY+ikCxhyiMykdspLk3F6heY=;13/11/2019;1
bcqPdje3blHFs5f4tI0fUzyD9dA=;13/11/2019;1
BDmGmQrMfv9yOGUM6wVUsf/KSXY=;13/11/2019;2
bEf3Xv65rWrfkxSIFld6qoG7+0M=;13/11/2019;3
BeTwP/bdsFrLf+FvqAKazeoa3e0=;13/11/2019;2
bgkRMeHeVC+3/vhHC3i6DsUdfkg=;13/11/2019;2
Bhyre7d1xmgU3Lu7SfXB2b5XVEw=;13/11/2019;1
BjODUCqVGW30J/XgqurZMHvNipw=;13/11/2019;1
Bknp1lANF5g1TE57H+KSjZK+XTA=;13/11/2019;1
BKppWMr3PnbbkjaMPsSFvt+1L5A=;13/11/2019;1
BLCRQBR21sWr/MDIn2vCN6GOTFg=;13/11/2019;1
BM5hK3e09reGQJwO5dpxfOyb6Ik=;13/11/2019;2
Bnof4eIevqRQ5PVrLlM8TSzjVXQ=;13/11/2019;1
BO5+28YUd+Tfd21l1FBAp110J3k=;13/11/2019;1
bQ2cyL9rhK23uyq4e0/puA/mFsw=;13/11/2019;1
BQGGBeoOZZOo0+hnrdbu1uUt7DA=;13/11/2019;1
brgLN7/6G2zWAOjOEhNIyIr+hXU=;13/11/2019;1
bRlClt4zstYcKrwMnrQ/6fw9Wp8=;13/11/2019;1
BRrYpPw+nuxDjuM6zAfSyy4SDg0=;13/11/2019;1
bsmoFFi2VcaZ6t4LaTZBcYOWmkk=;13/11/2019;3
bTuj+qhX0ekhj9fM4uLWbAP6icM=;13/11/2019;3
BVToZFy5yLAlRQX+z+j1c8X8R0E=;13/11/2019;1
BW+92ulWfPfCk6Rw4SKZWRWbtzk=;13/11/2019;1
BWneB4ZyrBNXpVFfkcvjZ+X9kq0=;13/11/2019;1
bX9TgJpkjsdqcqDm+cly3NMyC1Q=;13/11/2019;1
BXlzH5V6XLEqxbflfMZTHg8MNhQ=;13/11/2019;1
bY2UZOyMh1LBwNxUMZ/AaO64uNo=;13/11/2019;1
bZ2+MBALLK/8oeMdVgypFBDb7Xo=;13/11/2019;1
bz7r/1PA8o8NDx8qDMMZFwnoFxo=;13/11/2019;1
C/X+JWP2jT7Vg7bl63Fh+ubLezM=;13/11/2019;1
C+jFYbntsUFwI/NP+SfJ7UHpx1E=;13/11/2019;1
c21wEwXVBboRSh4O2yPyRvWCG8w=;13/11/2019;1
C42f/CHpULfhULrO+Fdr06mydFY=;13/11/2019;1
C6OjjmB2sQUgaYBaCo3669D+hyc=;13/11/2019;1
C6zTMERlh0ykr2uUX5ZQ74I/Vz0=;13/11/2019;1
CAph6lbCEgMKsqcSwlVT182iDaI=;13/11/2019;6
cB209dvZO+0X29rRYVWKtix1UOw=;13/11/2019;1
CBEjiFGacKFdSBs5YnmPQm4vcdQ=;13/11/2019;1
cBHutDqJ4Z/lUM+e+PeERvLBH6Q=;13/11/2019;1
cBwExD9iRolCXb61e+MI9jZkyno=;13/11/2019;1
cCeYAQ3ZttrqYC2/C7MDLIfzY6U=;13/11/2019;1
CDSqp+hcs3pXi0OmFYZ7yx4AtYM=;13/11/2019;1
CEppxj+ZrSqkKdvIISwxXMA7lHk=;13/11/2019;4
CF6n/XRV4Eo5yIgroPZXDJhW1Y8=;13/11/2019;1
CGDJnDfeIvhy6Cl/J3DxS0TTr7A=;13/11/2019;1
CgsM/0G0pdNF90Nqi+1GDiMFOJc=;13/11/2019;1
cgvyn9jcXZNncj8G6Lqtzrn78J4=;13/11/2019;1
cHd8svJundpimxoTajp5MlqR4ok=;13/11/2019;2
Ci0uvetvGxdOucJ4/zptAl0rtBU=;13/11/2019;1
cinizFmx62ONqgof5YiVQ8nKu4s=;13/11/2019;1
CjoNh5pLurFB5X982XgN0njf61o=;13/11/2019;1
cKKrce+0SF7XR7FqRpeAiQvzg0k=;13/11/2019;1
ckWroH8WBfbcSN5b7f6a8oZN5FU=;13/11/2019;1
CLKwj/Q1Be91izyGCL92vNopTwI=;13/11/2019;1
cLpgxHlu2Va62mkgdaF/NgbdEnM=;13/11/2019;1
clU+tGevfuwP11Tngu3wxpg4ung=;13/11/2019;1
CLu8kc7kBTrg57piTL7RheX4xg4=;13/11/2019;2
cqia41qJ5CSMvtEeZL8e0JViLlg=;13/11/2019;1
CQmAHjWtAxP1GwYYmuacRu2qjSI=;13/11/2019;1
cqPoIndMOIuAKKasi9s+JGrNyzk=;13/11/2019;1
cqtbJ2pEP4FzpFDNA0htx4e2Q8M=;13/11/2019;3
crWNhd9b4ntINdEtgZ9Jo8q0eJI=;13/11/2019;1
CRyc0U2Pn53D+ECXzxKm+EN5BQY=;13/11/2019;1
cs590O54Ng7RkiGuWHXF5orXATs=;13/11/2019;2
cSh87T8ul+KBSDbKM3HGWFezJf8=;13/11/2019;1
cTaX/+DRWxXwzDf5xbZ1MZFtws8=;13/11/2019;2
cTc2vZQkjYOk8eFvje4MwFAFZxo=;13/11/2019;7
CVBxzJr6zUqN7oWprinAgjjx6DA=;13/11/2019;1
cVgu5IrKcG61OrPg40b5I8ezqV0=;13/11/2019;1
CYsTe513rGBM1RTuE8SdAvTQwTE=;13/11/2019;1
cYxakAoQ5B8X1EQtw2F0IIeaaVM=;13/11/2019;1
cZSYidqCv4kDvU8CBW8jr9qNqMM=;13/11/2019;3
CzYlGi+O6ic9zCfYlkVf+rBSI7k=;13/11/2019;1
d/v5OeEQBvwsLX44HyZqbRVcEQo=;13/11/2019;1
d+FHgWS/CIXHIrnH4XdFP9ZJqs8=;13/11/2019;1
d00EHqkc0tdEYGPKjUOcLTa6BBQ=;13/11/2019;1
D0I5/A9GcTUwM1L0pHKEmLqDLC4=;13/11/2019;2
d2Bm8qXem/sJ1Mll+UGMTqILyGQ=;13/11/2019;1
d5CUn/mdVzU5vqIk1cVMLOwt1Dg=;13/11/2019;1
d5KrnauMhSgN+cWW6854bxpXNI8=;13/11/2019;1
D7Dv+qTqLrav1+td2/KsB4JqoIU=;13/11/2019;1
D9HYY81OX3XqfK06NlpAzxs342Q=;13/11/2019;1
DaaBYMMfDK9IApSYcjjNK7/ZATo=;13/11/2019;1
dAOZePM1nrupRJ6srlqIgt4ElHg=;13/11/2019;1
dd2CxMjXreLvy9tOxT7+z8PESYI=;13/11/2019;1
dErKx4K6jGKYnMo8UJiWBoOEuBg=;13/11/2019;1
DFzVs+mnb/3OX/6oJMxiYwl1Mco=;13/11/2019;1
DG+5WfRzhISvFYWBoWu24kD3OHI=;13/11/2019;1
DG+m9XSESVuVlDtn0O1F3gYZodw=;13/11/2019;1
DG2iVPvIYfy2inyV5i4u2vOSj3w=;13/11/2019;1
dgQAKU+dhbpFN//LBI9icZ6sb9U=;13/11/2019;1
Di+KGxlVro/KnZi1n7WhpWt3O90=;13/11/2019;2
di4o1KASrAmUQK0xEHFcjl5256o=;13/11/2019;1
di8aNPpH+tAGJhKRCFbDoBJxjfU=;13/11/2019;3
DJafeRZOmEpuiuzOvAj4wiXeYBE=;13/11/2019;2
dKUAzrw1mcKS1pe0pcKZaPD9DTY=;13/11/2019;2
DLb+V2GXStvvvBE7GzN59DPYtOI=;13/11/2019;1
dLt2EUnJ8Z/z31oiTEmAPDjBdso=;13/11/2019;2
Dm/+dgbJmLbLXQrQo9gDidACThY=;13/11/2019;1
Dm12G86P2fNMJpfz3LElUl8QBXc=;13/11/2019;1
dMn4zb/Q0gl0iiqxIJvm0602N1I=;13/11/2019;1
DMv5ekaZJ6Y8kmWcdA81p8V53Z0=;13/11/2019;1
dNhvOClAnUoOU0XYnbljBSVcRDY=;13/11/2019;1
DNIbRO3XL500Avp3/pRwNc1VZG8=;13/11/2019;1
dnOVzaWrT9dFP5tigv5Uq5wIZU8=;13/11/2019;1
dOfzDoXXTdrTmJBgwd4gxiOqOBU=;13/11/2019;1
dq76R8vS9q/Zkq1+VYehG3AbHr4=;13/11/2019;2
dR83noDqnC0dUai7Q1EmlRpAxJY=;13/11/2019;2
drsttRO8blWrH/par2rCVNnAjMo=;13/11/2019;4
dSuk2u8kBI7dwTC3QLkbYibRByw=;13/11/2019;1
dT8wBXFe2f952pABBIrYOZiJ9ew=;13/11/2019;6
dtvmah+8cLo+BNIg1gNL1MmLI0c=;13/11/2019;1
DUGzDprMPQ6on4I/bYD731uaa6s=;13/11/2019;2
dwz4Dsf8gmqx/tL5gcpM+39b1GI=;13/11/2019;7
dxNWwAsPCD7vyNHK1Fh+60pPhxk=;13/11/2019;1
dyA1dD1XaAN7rVrspWEIff8S5Q8=;13/11/2019;10
DYlIeosHNXgma1j5+mpjJwwu4cA=;13/11/2019;3
dySTnlzrM8yTycXp1JaoDqG/MnA=;13/11/2019;1
dYtT+1kfH9z27MC/FqYlXgtIYM0=;13/11/2019;1
dyVMVXEqVCznKUQPRR80d+IM7Ig=;13/11/2019;1
e+b0fuP9aWHWJgdgAXDQmBuQeic=;13/11/2019;1
E32fjWZdb0SpPc0itmbGJ5KHYXU=;13/11/2019;1
e3HHDnly+r0CVy0YgEIG3walTGQ=;13/11/2019;1
e4o4PSqVo79oDsytUc9VHyMpajg=;13/11/2019;1
eAEHQWM1zpPeAUDXE7e8uLLWRWs=;13/11/2019;1
ebuNv8EW51j3RCDXiEE6geghzWk=;13/11/2019;1
ECpC8YsJJ4q0B4Arph0JYmPzOXc=;13/11/2019;2
eCyh29v6/5eGWoYGU7yI/B8nuWE=;13/11/2019;1
EDiBP24HGiDeJZEPZAFKIwed0+k=;13/11/2019;2
edQKAgzjQXrWSJLzen7UrD2njUY=;13/11/2019;1
edVXZceiN8ANGqGSc+deJJucOYQ=;13/11/2019;1
EEf9u26wbuwbQ6Is/dAjMG2T0jI=;13/11/2019;1
eeMc7zaEDPY4rybWP7XKN9CVMNc=;13/11/2019;3
eGf34SD8IU00N2dtMDwb1zehgj8=;13/11/2019;2
eGUgkDF6jJn5o7gxT8pQnrLJi0s=;13/11/2019;3
EhOkiOu5iTMjRk0fGITDYFh2/To=;13/11/2019;2
EJ9zyH8H7ozsQ7OOLAVN5XKcuAQ=;13/11/2019;2
eJAxWaVXXIvGc6YJK2BhDeL19cQ=;13/11/2019;2
eK3pvvKXMhuZ5jJhj/RhQ+hZ+1k=;13/11/2019;1
Elyvxpr6i5mhAh6tcb863V6B4Hs=;13/11/2019;1
en5ta13XL3TjRBRKgAGoO9hnrN0=;13/11/2019;1
ENC8jvmfcWjMHALrMe4M33NpAvY=;13/11/2019;1
ENFAHxOKwCFfMqNPjgT3GfZPgzg=;13/11/2019;1
EnsUS5jtp/pZneaRgUAl5XMKht0=;13/11/2019;1
EnuuXm0oaT4u72EZ9/mNdBOtBDU=;13/11/2019;1
Eo9E7B5veIIjPGERSOuvlM0KbOs=;13/11/2019;1
ErvgqKrDtghdmPXIaFr37S94aEM=;13/11/2019;1
etdLm7KzFUKizw09mj/6QyrANFk=;13/11/2019;2
ete7PhnuTUCH3Y8SJ+sMGOgx1Iw=;13/11/2019;1
etgCqu9EUYbGHQjUKKdKKET65t8=;13/11/2019;3
eV7eu0UMHoBdWIZAn0CF8Yw52pU=;13/11/2019;2
Evaexi8aAIDs0Kuktoyxrk4ns9Y=;13/11/2019;2
EvHR+aUUviVqzpjiFHtpDcy+rnc=;13/11/2019;2
Ew/j4UTOoWGEfziPfHIcPDgUI5g=;13/11/2019;2
EwNNl6e4MUi1guboKEPHa5OOBSk=;13/11/2019;1
eWoZGcM3ISnse/tGIsMXmlikiH8=;13/11/2019;1
EXoBnYjNBSKzG7xb52TZ0ywYEpc=;13/11/2019;4
eXP3FY2bL8M9gzMVliIgs4azH7s=;13/11/2019;1
Ey2cazdpPSf46WvEstDneF3tbUA=;13/11/2019;1
EzJVsisEAFcuIgIGvUPp50dnbX0=;13/11/2019;2
F/8NIUTqdFUorSsc762Fl3oqz+A=;13/11/2019;1
f/XJe15xYNMpgjvmaWFcoirCDa4=;13/11/2019;1
F+YFRIbSjR87fcJZVsyzqZFgjEo=;13/11/2019;5
f+ZGmSq+Zve7SrNqPsn6p3nrmE8=;13/11/2019;1
f0RmDOZ9dGvdyR2Xn7VZ27VgCOQ=;13/11/2019;1
F26riPmG4LPCfLmR03Vo0ingaNc=;13/11/2019;1
F2k8z7U1BwFsxnKkbs7IDQxe/Ag=;13/11/2019;1
f36q17q7kdNe3ZwdNRc7Vo2styI=;13/11/2019;1
f4zsIWdp+4MSB5IM7nPnxgbxUSk=;13/11/2019;2
F6Tpqk7JUg+WrChd5WLCeRPUuE4=;13/11/2019;2
f7+X61Txb5Vz4Q1iqputXfaHxyE=;13/11/2019;3
F8aL8bCu88MHWeSmd5rc398KgGE=;13/11/2019;3
fB0eh3Fu9Z2yb/dLlzKbnA4GIfs=;13/11/2019;1
FbuKb7ueLpJNDNUarN883sFGFfM=;13/11/2019;1
FE4WH7F1ltOHijJXbDgW+MYYu74=;13/11/2019;1
FE9c9SjDhTxza6JdMEGrgmhIArs=;13/11/2019;6
fEVEtoztg2yh2xMFlINFmzm4EpU=;13/11/2019;1
fEwceLCBSr9iyDx8nxuBUcqBCjg=;13/11/2019;1
fExOKAjPeghVmBU3Y7zmSQU2Bfo=;13/11/2019;1
fH1yQ/w5xyfSArhYN8yL6I4+dCM=;13/11/2019;1
fHeNhxYYKMB1fnXTs1AdhPxc2ZQ=;13/11/2019;2
FJ+O6Sl2pZISun4YB/0eiaY0hJc=;13/11/2019;2
fKcrLYCFtwjf7dqIQWZz34s5R2Q=;13/11/2019;1
Fl4tn19BQUfYUaQr15E539Jub1w=;13/11/2019;1
Fli2BrVg/omks22V7Zhm3XrWqwk=;13/11/2019;3
FM1qLXeibM/+WytStayXJQT9ouw=;13/11/2019;1
foz1dmQwcP4a6yuFNW+P6fSLRxc=;13/11/2019;1
fp8Z1xBQ7l/uun8fmrmJuO6p1l8=;13/11/2019;2
FPPF8PO6qbVgTFNHuTqSdcmILPo=;13/11/2019;1
fr2fXXG3Jh3ClF2mLXsRAdZsBR8=;13/11/2019;1
fsMvAWx3vJ3Sw/dKANyqDbRJb4E=;13/11/2019;1
FTAwI0cGZTl92hScj/dhSzS/7oI=;13/11/2019;1
fvnLHIrVsjE97JBCGjXvolZ7epE=;13/11/2019;2
FvomHIaBFKZdPP1TS+CP64j1uME=;13/11/2019;2
fWB342sVcScSef2+bvVgx9F60Bw=;13/11/2019;1
Fwbuzx5WvIcpi54NBm6vaoxmBBA=;13/11/2019;1
FXHBTIPPZ3X2etWVU9g9Rjmxbp0=;13/11/2019;1
fy76XoPhdPHUcKvfyADz9Fb+70o=;13/11/2019;1
fYrj5x75e3Iy7uJs7NBVXrzAbcA=;13/11/2019;1
FyROYUbxu8+IGy0okwHiPYUb3aY=;13/11/2019;2
fZW8/AMKLShdw6cVzXytq+0gEqU=;13/11/2019;2
g/uaRzoYUwoqbH+i6G/8YiERId0=;13/11/2019;2
G+15Bz2uGtbLmXP49gy6IaGfpz4=;13/11/2019;1
G0uQpcyLqibKeYRS22wl5yt+n1c=;13/11/2019;1
g0XPXX/YRNWQMmFcTxxMg71aYHA=;13/11/2019;1
G1CA/yiT4dPGRA/Zp3baVAErJCY=;13/11/2019;1
g1gPYjuFD8NFfCij4XFh3nwJuGs=;13/11/2019;1
G1MD7Qitp+vJodQLkDyv+m1pZlw=;13/11/2019;1
G1wf3Wa1/KPPUvLugpdxHrmES2A=;13/11/2019;1
g3uiWWx+p/IRbKcw24neEMfpKYg=;13/11/2019;1
G4dsvrC8JCod56TInAuQ/hr7AA4=;13/11/2019;1
g4xeemFravtP0VwpARXk/FtfGqU=;13/11/2019;1
g5aEuYZNpCOsDS//urpUKuR0hEI=;13/11/2019;2
g5YG/xAe5Fs/gRUEQCpjqg5e6KI=;13/11/2019;2
g5zZBj2XBDRqsfH6gDdP8c/isjU=;13/11/2019;1
G72PTQtQZM7idWrtWrTSEJhoMs4=;13/11/2019;1
G7pbcWZNLVmA2L+G7b9HID6jxR8=;13/11/2019;1
G9k93B5qH1hz7oJ2dPXfcc/L82s=;13/11/2019;2
gA4ARviH4p3V/Z5pHmXbqXA/Dyg=;13/11/2019;2
GAQyzMBPt/MyPNDPYPoQ6UlpDFQ=;13/11/2019;1
GAROMxO5LXB6kKzXNi2Te9iTTqA=;13/11/2019;1
GBj86qNXi26AG5ZUpKNN2qH/FMQ=;13/11/2019;1
gBX3zBJO5oh0YhS7dAoZRlZ76X4=;13/11/2019;3
GcfkPW20wNWdWG3LJ7/7lRJGJ+w=;13/11/2019;1
gCx366Lh4DdYy/WS29qkoQBG6Kc=;13/11/2019;2
gdJmQaCtq+1FZN4oATFlSm/8NY4=;13/11/2019;3
GdpX93jnrvglAkorU+F0KwH6l50=;13/11/2019;1
gDXU+P8ijxHNcvdzMadi9B2EbfY=;13/11/2019;1
Gdy+U95zzcyUAdL9vPUsGVWLaEo=;13/11/2019;1
Gf7nQ1NOICQ/2suWmAGwvB/pw8Y=;13/11/2019;1
GfBMJgGW9/WvrIl5gOcCC8P9Dd4=;13/11/2019;1
GfKInB+ugyc53Xch+9zwVwN5skA=;13/11/2019;1
GGjo5lU50R72hv9wZBN17xgDKYs=;13/11/2019;1
gGK4yipMYoWWOV4DnrCk9CUIaFs=;13/11/2019;1
ghyjJ+1MhwkwWmuAMxHpQSMILxQ=;13/11/2019;5
gJ7w4tC44cm2jUKzHHuAPcrJKho=;13/11/2019;2
gjvvvgSS1Ngwwnaw/sh5Z5jEKew=;13/11/2019;1
GMISvhSVWS6Tw+oTmhvysGe+tKk=;13/11/2019;1
gMns9e/5SzTCFoa05928I9ofUlg=;13/11/2019;1
gNOrB4IkYEMtlJo9Cn9O0QqgeQ4=;13/11/2019;1
GnqtNGO83Ya/gtSTI0WU3eJuKjY=;13/11/2019;1
GpkQfWXocwaQLpQ+3ak76CJ00J0=;13/11/2019;1
GPro70BVrprXWALzMHLXiBHO9w8=;13/11/2019;2
gq1P5euhEz1FJpY/659DvUWs4ik=;13/11/2019;1
gQcS3iobQ3VscVzQTVHrYBycP8A=;13/11/2019;1
GRiOhwxOzmwBCElvsKgNC3wQigI=;13/11/2019;1
Grn59OLVFUwtY+Jz5KAiXblnB5g=;13/11/2019;1
GRqTsRTMsfder+gfEr2A+CL9O/o=;13/11/2019;1
gRWaS2o7qRjpxleP8Ds+9JRMvYo=;13/11/2019;2
Gt7YHxKKuSGWRkvJQRGP7tFXCH4=;13/11/2019;2
gUyS79gTwKt4BQm/FF++sMnYz24=;13/11/2019;1
gvjcdvjnVPdmf9pteGu12AdcAmQ=;13/11/2019;1
GVWLZo78IJEZsoK+rqtV0vZDkog=;13/11/2019;1
gWAAwQFONR13gtk9ZYogoTkXkb4=;13/11/2019;2
gWFI+Jr2IGWOXiPwiGGnWckAhEc=;13/11/2019;3
gWmsBWPDFxvB1l89lJ4xx+JJ+JQ=;13/11/2019;1
GYP1Zdv4V9uacLmrQcQnE3Zv704=;13/11/2019;1
GZeCiySX31Lwoe0KCQwR6/IizwA=;13/11/2019;1
H/3sz4rAhdtvqBT8lUiO4Xp2Eb0=;13/11/2019;2
h/o/cN8mRdg7n6lJLYc91h92R4I=;13/11/2019;1
h0PABQIl3LAGXXQaCDYMsVAj5v4=;13/11/2019;1
h5/QZbXiQQrLOMx4qpAaj3Mp6Go=;13/11/2019;1
H5GdX0kTxbSAv7CzguKkBvx6wf4=;13/11/2019;1
H5qDUt0Il3BMQ8xjTJ2zxaX8XgU=;13/11/2019;1
H5TX0Ef7oJgT7qBQ1FoWD2JRmzM=;13/11/2019;4
H8zp9zmrKAxbifpUGhOP5K6zy6Q=;13/11/2019;1
HaN/m6cHogGTlwMRzPDLraGuw5s=;13/11/2019;1
HBeIoAmrXmcvKBvmr0pRkV1JVp0=;13/11/2019;1
hBp704k/7/BHduslyPqgsJhbEYk=;13/11/2019;1
hD5rpN3l7Ao3j0IpQysv5obq9t8=;13/11/2019;1
hDs0cvIOv8vXoOP7GG0EEFav3fM=;13/11/2019;2
heEuPkvfA6JBI5PPsl82tExEOho=;13/11/2019;1
HfYCwS/SLOPz2qNm5HcBn9fe4JQ=;13/11/2019;3
HGRW4EJNtGTTWruqBg05mk1ke9w=;13/11/2019;1
Hj5Ey2hu40SRk1ryxF3zCNKse7c=;13/11/2019;4
HJguN2qFdKD1YtCVq3qHIncuTVs=;13/11/2019;1
hJXyWfFOujEW8LCFajqWWYN20Mc=;13/11/2019;1
hLZ9FTL+hEqGlC4sP0peR3/+HdQ=;13/11/2019;1
Hm8OimakbL9TPYrFgAdXPlpyaP0=;13/11/2019;1
hmPMxsrtQMw5SFBXgkQqQ3E0doU=;13/11/2019;1
hmstWUdTf3YfMIWo7bp80CN6VEE=;13/11/2019;1
HN8ZWC/8Hq/oNrKQktlhoU6H/cg=;13/11/2019;1
